Episode,Name,Sentence
Episode 10,stannis baratheon,Yes.
Episode 10,theon greyjoy,"I will kill that man. I don't care how many arrows they feather me with, how many spears they run through me, I will kill that horn-blowing cunt before I fall."
Episode 10,theon greyjoy,I know I'm surrounded. I know that because I stood on the battlements and saw I was surrounded.
Episode 10,theon greyjoy,"Thank you, wise bald man. Thank you for explaining siege tactics to me."
Episode 10,theon greyjoy,No word from my father?
Episode 10,theon greyjoy,Send more ravens.
Episode 10,theon greyjoy,The first time I saw Winterfell-
Episode 10,theon greyjoy,"First time I saw Winterfell, it looked like something that had been here for thousands of years and would be here for thousands of years after I was dead. I saw it and I thought, ""Of course, Ned Stark crushed our rebellion and killed my brothers. ""We never stood a chance against the man who lives here."""
Episode 10,theon greyjoy,"Yes, my captors were so very kind to me. You love reminding me of that. Everyone in this frozen pile of shit has always loved reminding me of that. You know what it's like to be told how lucky you are to be someone's prisoner? To be told how much you owe them? And then to go back home to your real father"
Episode 10,theon greyjoy,"I will kill that man. I swear to the Drowned God, the Old Gods, the New Gods, to every fucking god in every fucking heaven, I will kill that man."
Episode 10,theon greyjoy,"And what's your counsel, trusted friend?"
Episode 10,theon greyjoy,"There's nowhere to run. I'd never make it back to the Iron Islands. And even if I did, even if by some miracle I slipped through the lines and made it home, I'd be a coward. The Greyjoy who ran. The shame of the family."
Episode 10,theon greyjoy,I won't make it to the Wall. I won't make it ten feet past the Winterfell gates.
Episode 10,theon greyjoy,The opportunity for Jon Snow to cut my throat in my sleep.
Episode 10,theon greyjoy,"I've done a lot, haven't I? Things I never imagined myself doing."
Episode 10,theon greyjoy,You may be right. But I've gone too far to pretend to be anything else.
Episode 10,theon greyjoy,"You hear that? That's the mating call of the Northmen. They want to fuck us. Well, I haven't had a good fuck in weeks. I'm ready for one."
Episode 10,theon greyjoy,They say every Ironborn man is worth a dozen from the mainland.
Episode 10,theon greyjoy,You think they're right?
Episode 10,theon greyjoy,"We die today, brothers. We die bleeding from a hundred wounds with arrows in our necks and spears in our guts, but our war cries will echo through eternity. They will sing about the battle of Winterfell until the Iron Islands have slipped beneath the waves. Every man, woman and child will know who we were and how long we stood. Aggar and Gelmarr, Wex and Urzen, Stygg and Black Lorren. Ironborn warriors will cry out our names as they leap onto the shores of Seagard and Faircastle."
Episode 10,theon greyjoy,Mothers will name their sons for us.
Episode 10,theon greyjoy,Girls will think of us with their lovers inside them.
Episode 10,theon greyjoy,And whoever kills that fucking horn-blower will stand in bronze above the shores of Pyke!
Episode 10,theon greyjoy,What is dead may never die!
Episode 10,tyrion lannister,Why should I believe you?
Episode 10,varys,Why would I lie about it?
Episode 10,tyrion lannister,To create strife between my sister and me.
Episode 10,varys,"Where before there was nothing but love. Ser Mandon Moore tried to kill you on your sister's orders. If it weren't for your squire's bravery, you'd be a dead man."
Episode 10,tyrion lannister,Would it be excessive of me to ask you to save my life twice in a week?
Episode 10,tyrion lannister,"You're a good lad. Get Bronn, tell him I want four of his most loyal gold cloaks outside my door at all times."
Episode 10,varys,I'm afraid your friend has been relieved of his command of the City Watch. The gold cloaks are now firmly in the hands of your father or your sister. It varies from cloak to cloak.
Episode 10,tyrion lannister,Then my hill tribesmen.
Episode 10,varys,"Have gone home. Your father paid them quite handsomely. I'm afraid we won't be seeing each other for some time, my lord."
Episode 10,tyrion lannister,Don't want to swim too close to a drowning man? And I thought we were friends.
Episode 10,varys,"We are. Podrick, would you mind?"
Episode 10,varys,"There are many who know that without you this city faced certain defeat. The king won't give you any honors, the histories won't mention you, but we will not forget."
Episode 10,varys,"Come along now, Podrick."
Episode 10,tyrion lannister,It was good of you to come.
Episode 10,tyrion lannister,"Believe me, you don't."
Episode 10,tyrion lannister,Well?
Episode 10,tyrion lannister,I'm a monster as well as a dwarf. You should charge me double.
Episode 10,tyrion lannister,That was the arrangement we made. I pay you and you lie to me.
Episode 10,tyrion lannister,Leave?
Episode 10,tyrion lannister,What would we do in Pentos?
Episode 10,tyrion lannister,I want to go with you.
Episode 10,tyrion lannister,"I can't. I do belong here. These bad people are what I'm good at. Out-talking them, out-thinking them. It's what I am. And I like it. I like it more than anything I've ever done. Are you going to leave?"
Episode 10,robb stark,"Father, smith, warrior, mother ,maiden, crone, stranger."
Episode 10,robb stark,I am hers and she is mine from this day until the end of my days.
Episode 10,jorah mormont,"No guards. The warlocks kill with sorcery, not steel."
Episode 10,daenerys targaryen,Let them try.
Episode 10,daenerys targaryen,Is this a riddle?
Episode 10,jorah mormont,Khaleesi! Khaleesi!
Episode 10,daenerys targaryen,Are you trying to frighten me with magic tricks? You want me? Here I am. Are you afraid of a little girl?
Episode 10,arya stark,What are you doing here?
Episode 10,arya stark,How did you know we'd come this way?
Episode 10,arya stark,How did you kill those guards? Was it hard?
Episode 10,arya stark,"Show me how. I want to be able to do it, too."
Episode 10,arya stark,Where?
Episode 10,arya stark,My dancing master was from Braavos.
Episode 10,arya stark,"I want to. But I can't. I need to find my brother and mother. And my sister. I need to find her, too."
Episode 10,arya stark,What is it?
Episode 10,arya stark,Could it buy a horse?
Episode 10,arya stark,Then what good is it?
Episode 10,arya stark,Valar Morghulis.
Episode 10,arya stark,"Please don't go, Jaqen."
Episode 10,daenerys targaryen,"This is dark magic, like the magic that took you from me. Took you from me before I could even Maybe I am dead and I just don't know it yet. Maybe I am with you in the Night Lands."
Episode 10,daenerys targaryen,That sounds like something you would do.
Episode 10,daenerys targaryen,"Until the sun rises in the west and sets in the east, until the rivers run dry and the mountains blow in the wind like leaves."
Episode 10,daenerys targaryen,"This is not my home. My home is across the sea, where my people are waiting for me."
Episode 10,daenerys targaryen,Dracarys.
Episode 10,jon snow,Careful with that. You might cut yourself.
Episode 10,jon snow,"Never swung a sword before, have you? You look like a baby with a rattle."
Episode 10,jon snow,Stop!
Episode 10,daenerys targaryen,Come.
Episode 10,daenerys targaryen,Nothing.
Episode 10,daenerys targaryen,"Thank you, Xaro Xhoan Daxos. Thank you for teaching me this lesson."
Episode 10,jorah mormont,It's all a lie.
Episode 10,daenerys targaryen,Looks real enough to me. Real enough to buy a ship?
Episode 10,jorah mormont,"Aye, a small ship."
Episode 10,jorah mormont,Take all the gold and jewels.
Episode 10,sam,"If you step back and think about it, the thing about Gilly that's so interesting is"
Episode 10,sam,"No, truly. The thing about her that I find so interesting is that after all that Craster's done to her, she's still got hope that life might get better."
Episode 10,sam,And the thing about you that I find so interesting is absolutely nothing.
Episode 10,sam,It's Jon and the Halfhand. They're back.
Episode 10,sam,Wait! Wait for me!
Episode 10,sam,Grenn!
Episode 10,sam,Edd!
Episode 1,sam,Brother?
Episode 1,jon snow,Mance was a ranger.
Episode 1,jon snow,"When I'm free, will I be free to go?"
Episode 1,jon snow,What happened to their fathers?
Episode 1,jon snow,My father told me big men fall just as quick as little ones if you put a sword through their hearts.
Episode 1,jon snow,Jon Snow.
Episode 1,jon snow,Your Grace.
Episode 1,jon snow,The Lord Commander sent me to the Halfhand for seasoning.
Episode 1,jon snow,He wants me to lead one day.
Episode 1,jon snow,"If I'm a traitor, then you are, too."
Episode 1,jon snow,I want to be free.
Episode 1,jon snow,We stopped at Craster's Keep on the way north. I saw...
Episode 1,jon snow,I saw Craster take his own baby boy and leave it in the woods. I saw what took it.
Episode 1,jon snow,"Because when I told the Lord Commander, he already knew. Thousands of years ago, the First Men battled the White Walkers and defeated them. I want to fight for the side that fights for the living. Did I come to the right place?"
Episode 1,bronn,What if you took off that bit there?
Episode 1,bronn,"Trouble is, I've never had much imagination."
Episode 1,bronn,I didn't hear that.
Episode 1,bronn,Back away. Keep backing away till you're outside this establishment. Then back away some more.
Episode 1,bronn,"I will murder you, boy."
Episode 1,tyrion lannister,Pod?
Episode 1,cersei lannister,It's your sister. The queen.
Episode 1,tyrion lannister,What are they doing here?
Episode 1,cersei lannister,"Protecting me, I assume. Will you let me in?"
Episode 1,tyrion lannister,"No, I don't think so."
Episode 1,cersei lannister,"If I wanted to kill you, do you think I'd let a wooden door stop me?"
Episode 1,tyrion lannister,They stay outside.
Episode 1,cersei lannister,"I'm not afraid of you, little brother."
Episode 1,tyrion lannister,Why are you here?
Episode 1,cersei lannister,"I wanted to see your face. They said you'd lost your nose, but it's not as gruesome as all that."
Episode 1,tyrion lannister,The man who cut me lost more than his nose.
