Sentence,Label
"Tell your son Bran and Rickon's safety is paramount. And Theon, I want him brought to me alive. I want to look him in the eye and ask him why. And then I'll take his head myself.",robb stark
Why on earth would I trust the word of a lying little savage like you?,theon greyjoy
All wildlings are liars and savages with no loyalty to anything or anyone.,theon greyjoy
How? And don't tell me to put a spear in your hand.,theon greyjoy
"I'm a prince now, and you'd do well-",theon greyjoy
Like what?,theon greyjoy
You know things? Like what? How to eat dirt?,theon greyjoy
Wait outside.,theon greyjoy
I always wondered what you had under there.,theon greyjoy
I'm not killing you. That's your price.,theon greyjoy
"What do you want then, other than your miserable life?",theon greyjoy
"Well, you shall have it, then. But only if you serve me well.",theon greyjoy
Ow!,sansa stark
I thought they were going to kill me.,sansa stark
"He hated me, the man who hit me. I saw it in his eyes. Hated me. He never met me before, but he wanted to hurt me.",sansa stark
Why? Why would a stranger-,sansa stark
I would have given them bread if I had it. I hate the king more than any of them.,sansa stark
But you're not the wrong people.,sansa stark
The Spice King refuses me because I'm a bad investment. The Silk King won't support me because of his business with the Lannisters. Why offend his best customer? And the Copper King offers me a single ship on the condition that I lie with him for a night. Does he think I will whore myself for a boat?,daenerys targaryen
Where are they? Where are my dragons?,daenerys targaryen
"A cripple? You let a cripple escape? The boy can't walk, but somehow he slipped past you?",theon greyjoy
"The giant? Hodor? Oh, that's all right, then. You let a halfwit escape with a cripple. And Rickon, too? The little one?",theon greyjoy
Right. Get the horses and the hounds.,theon greyjoy
Enjoying your first hunt?,theon greyjoy
"With hunting, there's blood at the end.",theon greyjoy
"I was a little boy when I was torn away from my home and brought here. So I kept my word. I never ran away. If I find them soon enough, I won't hurt them. Well, I'll hurt them, but I won't kill them.",theon greyjoy
They have no value to me missing.,theon greyjoy
"Robb's in the Riverlands. My sister's in Deepwood Motte. She'll get here long before they do. And Ned Stark always said 500 men could hold Winterfell again 10,000.",theon greyjoy
"The hounds have the scent. Come, Maester, don't look so grim. It's all just a game.",theon greyjoy
Let's move.,jon snow
I'm a man of the Night's Watch.,jon snow
Don't call them that.,jon snow
Neither. Both.,jon snow
Move!,jon snow
"There are no women of the Night's Watch, no.",jon snow
No.,jon snow
Never. We swore an oath.,jon snow
Would you please shut up?,jon snow
You're a free woman?,jon snow
"If you're my prisoner, you're not a free woman. That's what ""prisoner"" means.",jon snow
It was my choice to say the words.,jon snow
Of course I like girls.,jon snow
That's the price you pay if you want to be a man of the Night's Watch.,jon snow
"Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!",jon snow
"My father was Ned Stark. I have the blood of the First Men. My ancestors lived here, same as yours.",jon snow
Wolfsbane. A rare substance. This is no common assassin.,tywin lannister
I don't care if you hanged a hundred. A man tried to kill me. I want his name and I want his head.,tywin lannister
"Pretentious name for a band of outlaws. We can't allow rebels behind our lines to harass us with impunity. We look like fools and they look like heroes. That's how kings fall. I want them dead, every one.",tywin lannister
"Burn the villages, burn the farms. Let them know what it means to choose the wrong side.",tywin lannister
Mmm. Is that mutton?,tywin lannister
"Yes, my lord.",arya stark
Don't like mutton.,tywin lannister
I'll bring something else.,arya stark
Leave it. Are you hungry?,tywin lannister
No.,arya stark
Of course you are. Eat.,tywin lannister
I'll eat in the kitchen later.,arya stark
It's bad manners to refuse a lordo s offer. Sit. Eat.,tywin lannister
You're small for your age. I suppose you've been underfed your whole life.,tywin lannister
I eat a lot. I just don't grow.,arya stark
Mmm. This will be my last war. Win or lose.,tywin lannister
Have you ever lost before?,arya stark
Do you think I'd be in my position if I had lost a war?,tywin lannister
"But this is the one I'll be remembered for. The War of the Five Kings, they're calling it. My legacy will be determined in the coming months.",tywin lannister
Do you know what legacy means? It's what you pass down to your children and your children's children. It's what remains of you when you're gone. Harren the Black thought this castle would be his legacy. The greatest fortress ever built.,tywin lannister
"The tallest towers, the strongest walls. The Great Hall had thirty-five hearths. Thirty-five. Can you imagine? Look at it now. A blasted ruin. Do you know what happened?",tywin lannister
Dragons?,arya stark
Yes. Dragons happened.,tywin lannister
"Harrenhal was built to withstand an attack from the land. A million men could have marched on these walls, and a million men would have been repelled. But an attack from the air with dragon fire, Mmm-mmm. Harren and all his sons roasted alive within these walls. Aegon Targaryen changed the rules. That's why every child alive still knows his name",tywin lannister
Aegon and his sisters.,arya stark
Mmm?,tywin lannister
"It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too.",arya stark
"Correct. A student of history, are you?",tywin lannister
Rhaenys rode Meraxes. Visenya rode Vhagar.,arya stark
I'm sure I knew that when I was a boy.,tywin lannister
Visenya Targaryen was a great warrior. She had a Valyrian steel sword she called Dark Sister.,arya stark
"Hmm. She's a heroine of yours, I take it?",tywin lannister
Aren't most girls more interested in the pretty maidens from the songs? Jonquil with the flowers in her hair?,tywin lannister
Most girls are idiots.,arya stark
You remind me of my daughter. Where did you learn all this stuff about Visenya and her Valyrian steel sword?,tywin lannister
From my father.,arya stark
He was a well-read stonemason. Can't say I've ever met a literate stonemason.,tywin lannister
"Have you met many stonemasons, my lord?",arya stark
"Careful now, girl. I enjoy you, but be careful. Take that back to the kitchen. Eat what you want.",tywin lannister
"And, girl.",tywin lannister
M'lord.,tywin lannister
"Lowborn girls say ""m'lord,"" not ""my lord. "" If you're going to pose as a commoner, you should do it properly.",tywin lannister
"My mother served Lady Dustin for many years, my lord. She taught me how to speak proper Properly.",arya stark
You're too smart for your own good. Has anyone told you that?,tywin lannister
Yes.,arya stark
Go on.,tywin lannister
"I beg pardon, ser. I should have come to you after to thank you for saving me. You were so brave.",sansa stark
Does it give you joy to scare people?,sansa stark
It was his duty. He never liked it.,sansa stark
Why are you always so hateful?,sansa stark
You are one of the Thirteen.,daenerys targaryen
Nothing? They're more valuable than anything in the world.,daenerys targaryen
"There is no we, so why would you help me get them back?",daenerys targaryen
But it did happen under your roof.,daenerys targaryen
I don't care where you've been.,daenerys targaryen
"No. No, you serve Mance Rayder, the King beyond the Wall.",jon snow
Walk.,jon snow
I know how to do it.,jon snow
And what did she say?,robb stark
And what then?,robb stark
"If every man were held accountable for the actions of every distant relative, Ser Alton, we'd all hang.",robb stark
"You've acted with honor. I thank you for it. Lord Karstark, see that Ser Alton's pen is clean, and give him a hot supper.",robb stark
Is there room for Ser Alton?,robb stark
Have the men build him a new pen. Put him in with the Kingslayer for now. Have your boy watch over them.,robb stark
That will be all.,robb stark
"And my enemies, as some of my bannermen are fond of mentioning.",robb stark
That's what I tell my bannermen.,robb stark
But some are not.,robb stark
If you need help finding these-,robb stark
"Continue, my lady.",robb stark
Yes.,robb stark
I expect he will.,robb stark
Come with me to the Crag.,robb stark
"Let the maester show you his stores. I want the wounded men to be treated well, all the wounded men.",robb stark
Try again.,theon greyjoy
"I'm looking at spending the rest of my life being treated like a fool and a eunuch by my own people. Ask yourself, is there anything I wouldn't do to stop that from happening? The hounds will find the scent again. I'll beat them until they do. I'll whip every man here until I have both those boys in hand. And once I've got them, the pampered little shits It's better to be cruel than weak.",theon greyjoy
